pathway,pval,padj,log2err,ES,NES,size,leadingEdge,qvalue
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.0420658635895424,0.591689581279222,0.321775918075361,0.55706078056052,1.33510758384782,323,ESR1|ZNF208|E2F6|FOXO1|SOX15|THRB|TWIST2|FOXP2|CUX1|GATA2|SFRP4|NDN|TBX3|ELOC|MITF|TCF23|ID4|GLI3|ASCL1|RBM24|STRAP|ARID5B|VGLL4|PCGF6|KCTD15|ZEB1|CDKN1A,0.566558759053607
GOBP_LUNG_ALVEOLUS_DEVELOPMENT,0.0423897917578487,0.592348854760004,0.321775918075361,0.872248796054129,1.47202004855505,15,PGR|FOXP2|KDR,0.567190031222269
GOBP_RESPONSE_TO_LIPID,0.0429251461001332,0.595934820533018,0.321775918075361,0.613822960320786,1.3993279227684,174,ESR1|FOXO1|PGR|ADH5|PIM1|EIF4E|ADCY5|TGFBR3|GATA2|PCK1|TACR3|ASCL1,0.570623690327733
GOCC_CELL_LEADING_EDGE,0.0435458786936236,0.599741291111537,0.271288554688953,0.641388811777151,1.39976241341905,106,KANK1|CD44|CTNNA3|PTPRO|PSD|INSR|TACR3|ATP2B2|MPP2|GABRG2|JCAD|PLEKHH2|MYH10|PDPN|ACTN1|CSPG4|RUFY3,0.574268488741586
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.0437756497948016,0.599741291111537,0.252961123069611,0.570196612026301,1.33415067328762,227,ESR1|PIM1|ANO6|GATA2|PCK1|SLC9B2|MITF|GLI3|FN1|TRIM32|ZEB1|PRLR|CDKN1A|BCL2|KAT5|ITPKB|RAB11FIP2|MSTN|RBX1|EFNB3|CAV1|L3MBTL1|KCNJ8,0.574268488741586
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.0440408712369089,0.599741291111537,0.321775918075361,0.873030241012681,1.48645451464327,16,KANK1|MYOC|PTPRO|FZD7,0.574268488741586
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX,0.0444263754885191,0.601161967053505,0.321775918075361,0.580891801140676,1.36979859298796,271,SYNE1|WBP4|E2F6|THRB|MPHOSPH6|NUP107|CWF19L2|ELOC|TERT|ASCL1|AFF3|GTF2A2|PCGF6|PTBP2|CDKN1A,0.575628824336744
GOMF_PROTEIN_DIMERIZATION_ACTIVITY,0.0447154471544715,0.60126808815258,0.248911114434702,0.567215681528319,1.33080229479895,240,SYNE1|E2F6|RBPMS|KCNH2|TWIST2|FOXP2|KCNN2|PTPRO|ITPR1|ATP1B1|ATOH7|ANO6|MYOM1|MITF|TERT|TCF23|ID4|ASCL1|GTF2A2|PSMD7|ACTN1|SLC7A8|MAP3K13|HSPB8|BOK|BCL2,0.575730438156057
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,0.0450758617908516,0.602326203180254,0.321775918075361,0.768066157848351,1.47897561156479,42,SYNE1|TBC1D1|TRIM32|MDM1,0.5767436118809
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.0457713915002273,0.602495974235105,0.321775918075361,0.618214611422971,1.39356920892556,145,KANK1|SYNE1|CD44|PDLIM5|PTPRO|ATOH7|CUX1|TBC1D1|FN1|TRIM32|TMEM106B|PDPN|ITM2C|LRRC7|MAP3K13|RUFY3,0.576906172252423
