gene,beta,beta_se,beta_z,pvalue,tau_star,tau_star_se,tau_star_z,celltype,run_prefix,gwas,h2_obs,n_snps,annot_sd,deltaZ,gene_symbol,type,modality
ENSG00000146966,3.92553944314944e-09,1.23582167213879e-09,3.17646107982201,0.0007454189622418,0.0447509699001545,0.0140883104736992,3.17646107982201,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0264844589224693,DENND2A,Gene,Expression
ENSG00000148841,3.92573226072596e-09,1.23617950159475e-09,3.17569758733382,0.0007473834371885,0.0447531680116976,0.014092389713112,3.17569758733382,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0272479514106663,ITPRIP,Gene,Expression
ENSG00000147677,3.92575022755609e-09,1.24020949244604e-09,3.16539282392801,0.0007743685301738,0.0447533728327384,0.0141383314242821,3.16539282392801,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0375527148164698,EIF3H,Gene,Expression
ENSG00000182768,3.92605330845925e-09,1.23732949176729e-09,3.17300552082666,0.0007543482777048,0.0447568279411563,0.0141054995484205,3.17300552082666,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0299400179178186,NGRN,Gene,Expression
ENSG00000166922,3.92625768817156e-09,1.23475673217055e-09,3.17978236998123,0.0007369284834882,0.044759157860518,0.0140761702068253,3.17978236998123,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0231631687632494,SCG5,Gene,Expression
ENSG00000224905,3.92719906214642e-09,1.23384752740486e-09,3.18288846467639,0.0007290688568359,0.0447698894807255,0.0140658053141292,3.18288846467639,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0200570740680952,AP001347.1,Gene,Expression
ENSG00000116329,3.92743690429328e-09,1.23854238425279e-09,3.17101534370396,0.0007595355956561,0.0447726008703089,0.0141193264672165,3.17101534370396,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0319301950405251,OPRD1,Gene,Expression
ENSG00000122691,3.92795990215795e-09,1.23856863658856e-09,3.17137039169417,0.0007586077757425,0.0447785630220179,0.0141196257426421,3.17137039169417,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0315751470503169,TWIST1,Gene,Expression
ENSG00000233559,3.92796141433881e-09,1.23545243915988e-09,3.17937080363033,0.0007379757444459,0.0447785802608104,0.014084101234647,3.17937080363033,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0235747351141518,LINC00513,Gene,Expression
ENSG00000129911,3.92798939162839e-09,1.23769961467645e-09,3.17362092146664,0.0007527508786545,0.0447788992006306,0.014109718932637,3.17362092146664,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0293246172778452,KLF16,Gene,Expression
ENSG00000111328,3.9285092839597e-09,1.23872330787168e-09,3.17141790987166,0.000758483679348,0.0447848259494014,0.0141213889881872,3.17141790987166,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0315276288728263,CDK2AP1,Gene,Expression
ENSG00000182197,3.92888516249378e-09,1.23992957429369e-09,3.16863573863202,0.0007657810658845,0.0447891109474783,0.0141351403701629,3.16863573863202,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0343098001124602,EXT1,Gene,Expression
ENSG00000146352,3.92895808583924e-09,1.23708717638348e-09,3.17597511383573,0.0007466688071764,0.0447899422702774,0.0141027371641408,3.17597511383573,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0269704249087517,CLVS2,Gene,Expression
ENSG00000284730,3.92920593164542e-09,1.23653138978371e-09,3.17760306297821,0.0007424895048649,0.044792767701119,0.0140964012223531,3.17760306297821,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0253424757662755,C12orf81,Gene,Expression
ENSG00000160199,3.92927387503813e-09,1.23666238398996e-09,3.17732141440313,0.0007432110130645,0.0447935422526847,0.0140978945503061,3.17732141440313,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0256241243413502,PKNOX1,Gene,Expression
