pathway,pval,padj,log2err,ES,NES,size,leadingEdge,qvalue
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.00401982693665447,0.368868300828933,0.407017918923954,0.668977977360964,1.52846551337468,390,FANCI|RAD18|BRCA1|DNAJA1|RNF114|PABPN1L|TRIML2|ABRAXAS2|DSCC1|UCHL1|SPSB4|RNF182|PARP2|SKP2|MKRN2|EIPR1|ASB8|TRIP12|DCAF17|SMURF2|EYA1|DCAF4|PARP1|CAND2|SIAH1|SPATA2|LMO7|NDFIP2|RNF212|PIAS2|FANCL|CNOT4|USP2,0.368868300828933
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,0.00406218797244669,0.368868300828933,0.407017918923954,0.957322229096245,1.64852294184087,19,EXO1|MSH6,0.368868300828933
GOBP_SEXUAL_REPRODUCTION,0.00444083049741275,0.368868300828933,0.407017918923954,0.633872627747825,1.46708069414044,499,EXO1|MYCBP|PIWIL1|EXD1|TP63|AURKC|RNF114|NOBOX|SMC1B|BMPR1B|DMRT1|PACRG|TOPAZ1|YBX2|ZAR1|FANCA|RPL10L|BNC1|RBBP8|FMN2|SPAG16|RAD54B|MKRN2|MORC1|DCAF17|FIGNL1|TUBGCP4|DAZL|KNL1|SMC3|PLB1|RACGAP1|MSH6|HSF2|SIAH1|SPATA2|NANOS1|STAG3|E2F1|RPA1|PDCL2|RNF212|SOHLH1|ZW10|TSGA10|FANCL|MEIOC|CTCFL|TERB1|ACRBP,0.368868300828933
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA,0.00444723182036286,0.368868300828933,0.407017918923954,0.740619282253093,1.61812086334397,188,EXO1|PIWIL1|PRIM1|STK31|REXO2|NSUN4|FEN1|MRPL44,0.368868300828933
GOBP_B_CELL_ACTIVATION,0.00453681545262781,0.368868300828933,0.407017918923954,0.858113594923414,1.63566990795547,53,EXO1|NKX2-3|MSH6,0.368868300828933
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,0.0049322517690478,0.390181106162241,0.407017918923954,0.837485076722726,1.65883210869285,77,FANCI|DNAJA1|PABPN1L|SPSB4|SKP2,0.390181106162241
GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY,0.00526675315057038,0.395276576197936,0.407017918923954,0.732787808662437,1.61659588509643,202,GTF2A1L|MYCBP|BRCA1|RBBP8|MYT1L|MED12L|HMGB1|AATF|MED16|TCERG1L|PRDM16|ZFPM2|ZFPM1|SAP30L|PPARGC1A|TADA2A|SMARCA2|PIAS2,0.395276576197936
GOMF_DNA_POLYMERASE_BINDING,0.00619819551750183,0.453552956993196,0.407017918923954,0.926749893492822,1.5500559234256,16,FANCI|HMGB1,0.453552956993196
GOBP_DNA_DAMAGE_TOLERANCE,0.00707609711090819,0.493987296663427,0.407017918923954,0.912886669007146,1.59476755390641,22,RAD18|BRCA1|POLD1,0.493987296663427
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.00712213901837159,0.493987296663427,0.407017918923954,0.922578583618063,1.5430791073232,16,BRCA1|ERLIN1,0.493987296663427
GOBP_B_CELL_MEDIATED_IMMUNITY,0.00738943529232754,0.493987296663427,0.407017918923954,0.902285190344159,1.66598828345595,37,EXO1|MSH6,0.493987296663427
